level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	5	1	1	6	460	354	19	17	96	of
5	1	5	1	1	7	487	354	43	17	96	land
5	1	5	1	1	8	538	355	31	16	96	tax
5	1	5	1	1	9	577	354	81	21	96	payable
5	1	5	1	1	10	666	355	93	20	96	pursuant
5	1	5	1	1	11	767	355	19	16	96	to
5	1	5	1	1	12	794	354	78	17	96	Section
5	1	5	1	1	13	880	354	23	17	96	23
5	1	5	1	1	14	912	354	19	17	96	of
5	1	5	1	1	15	938	354	32	17	96	the
5	1	5	1	1	16	1075	363	34	16	97	PIR
5	1	5	1	1	17	1118	363	100	17	96	Reference
5	1	5	1	1	18	1227	363	31	17	96	No:
5	1	5	1	1	19	1369	360	106	21	96	2148692
2	1	6	0	0	0	199	379	1302	69	-1	
3	1	6	1	0	0	199	379	1302	69	-1	
4	1	6	1	1	0	199	379	763	17	-1	
5	1	6	1	1	1	199	379	53	17	96	Land
5	1	6	1	1	2	259	379	37	17	96	Tax
5	1	6	1	1	3	301	379	37	17	96	Act
5	1	6	1	1	4	346	380	51	16	96	1936.
5	1	6	1	1	5	405	379	38	17	96	The
5	1	6	1	1	6	451	379	69	17	96	details
5	1	6	1	1	7	527	379	69	17	96	shown
5	1	6	1	1	8	604	384	32	12	96	are
5	1	6	1	1	9	644	381	74	15	96	current
5	1	6	1	1	10	726	384	23	12	96	as
5	1	6	1	1	11	757	381	18	15	96	at
5	1	6	1	1	12	783	379	32	17	96	the
5	1	6	1	1	13	822	379	45	17	96	date
5	1	6	1	1	14	875	380	19	16	96	of
5	1	6	1	1	15	902	379	60	17	96	issue.
4	1	6	1	2	0	1333	431	168	17	-1	
5	1	6	1	2	1	1333	432	58	16	95	DATE
5	1	6	1	2	2	1399	431	30	17	94	OF
5	1	6	1	2	3	1437	431	64	17	94	ISSUE
2	1	7	0	0	0	237	473	1248	89	-1	
3	1	7	1	0	0	237	473	1248	89	-1	
4	1	7	1	1	0	239	473	1246	26	-1	
5	1	7	1	1	1	239	475	173	24	92	INFOTRACK
5	1	7	1	1	2	424	476	56	22	96	PTY
5	1	7	1	1	3	491	476	117	22	96	LIMITED
5	1	7	1	1	4	1350	473	135	21	96	15/12/2020
4	1	7	1	2	0	237	507	224	23	-1	
5	1	7	1	2	1	237	507	66	23	94	GPO
5	1	7	1	2	2	315	507	61	23	95	BOX
5	1	7	1	2	3	395	507	66	23	96	4029
4	1	7	1	3	0	237	538	275	24	-1	
5	1	7	1	3	1	237	538	124	24	95	SYDNEY
5	1	7	1	3	2	373	538	68	24	96	NSW
5	1	7	1	3	3	451	539	61	23	95	2001
2	1	8	0	0	0	196	426	804	5	-1	
3	1	8	1	0	0	196	426	804	5	-1	
4	1	8	1	1	0	196	426	804	5	-1	
5	1	8	1	1	1	196	426	804	5	95	 
2	1	9	0	0	0	1201	549	367	4	-1	
3	1	9	1	0	0	1201	549	367	4	-1	
4	1	9	1	1	0	1201	549	367	4	-1	
5	1	9	1	1	1	1201	549	367	4	95	 
2	1	10	0	0	0	1226	559	230	88	-1	
3	1	10	1	0	0	1226	559	230	88	-1	
4	1	10	1	1	0	1227	559	111	18	-1	
5	1	10	1	1	1	1227	559	111	18	96	ENQUIRIES:
4	1	10	1	2	0	1226	593	195	21	-1	
5	1	10	1	2	1	1226	593	30	16	84	Tel:
5	1	10	1	2	2	1287	593	32	21	65	(08)
5	1	10	1	2	3	1326	593	44	17	96	8226
5	1	10	1	2	4	1377	593	44	17	96	3750
4	1	10	1	3	0	1227	626	229	21	-1	
5	1	10	1	3	1	1227	626	47	17	93	Email:
5	1	10	1	3	2	1287	626	169	21	91	landtax@sa.gov.au
2	1	11	0	0	0	999	428	2	238	-1	
3	1	11	1	0	0	999	428	2	238	-1	
4	1	11	1	1	0	999	428	2	238	-1	
5	1	11	1	1	1	999	428	2	238	95	 
2	1	12	0	0	0	196	428	2	238	-1	
3	1	12	1	0	0	196	428	2	238	-1	
4	1	12	1	1	0	196	428	2	238	-1	
5	1	12	1	1	1	196	428	2	238	95	 
2	1	13	0	0	0	1201	550	1	106	-1	
3	1	13	1	0	0	1201	550	1	106	-1	
4	1	13	1	1	0	1201	550	1	106	-1	
5	1	13	1	1	1	1201	550	1	106	95	 
2	1	14	0	0	0	1201	654	367	4	-1	
3	1	14	1	0	0	1201	654	367	4	-1	
4	1	14	1	1	0	1201	654	367	4	-1	
5	1	14	1	1	1	1201	654	367	4	95	 
2	1	15	0	0	0	196	662	804	6	-1	
3	1	15	1	0	0	196	662	804	6	-1	
4	1	15	1	1	0	196	662	804	6	-1	
5	1	15	1	1	1	196	662	804	6	95	 
2	1	16	0	0	0	117	704	1451	8	-1	
3	1	16	1	0	0	117	704	1451	8	-1	
4	1	16	1	1	0	117	704	1451	8	-1	
5	1	16	1	1	1	117	704	1451	8	95	 
2	1	17	0	0	0	174	733	832	49	-1	
3	1	17	1	0	0	174	733	832	49	-1	
4	1	17	1	1	0	174	733	832	17	-1	
5	1	17	1	1	1	174	733	136	17	96	OWNERSHIP
5	1	17	1	1	2	318	733	63	17	96	NAME
5	1	17	1	1	3	821	733	118	17	94	FINANCIAL
5	1	17	1	1	4	947	733	59	17	95	YEAR
4	1	17	1	2	0	175	765	787	17	-1	
5	1	17	1	2	1	175	765	10	16	91	L
5	1	17	1	2	2	192	765	61	17	96	ZHAO
5	1	17	1	2	3	861	765	101	17	96	2020-2021
2	1	18	0	0	0	175	820	558	49	-1	
3	1	18	1	0	0	175	820	558	49	-1	
4	1	18	1	1	0	175	820	277	17	-1	
5	1	18	1	1	1	175	820	120	17	96	PROPERTY
5	1	18	1	1	2	303	820	149	17	96	DESCRIPTION
4	1	18	1	2	0	176	852	557	17	-1	
5	1	18	1	2	1	176	852	64	17	95	1/118
5	1	18	1	2	2	248	852	77	17	95	CROSS
5	1	18	1	2	3	335	852	28	16	71	RD
5	1	18	1	2	4	362	848	10	30	71	/
5	1	18	1	2	5	385	852	113	17	96	HIGHGATE
5	1	18	1	2	6	507	852	28	17	96	SA
5	1	18	1	2	7	532	848	58	30	48	5063
5	1	18	1	2	8	589	848	43	30	48	/LT
5	1	18	1	2	9	644	852	5	16	91	1
5	1	18	1	2	10	661	852	72	17	28	028181
2	1	19	0	0	0	174	905	1132	84	-1	
3	1	19	1	0	0	174	905	1132	77	-1	
4	1	19	1	1	0	174	905	1111	17	-1	
5	1	19	1	1	1	174	905	152	17	95	ASSESSMENT
5	1	19	1	1	2	334	905	95	17	95	NUMBER
5	1	19	1	1	3	541	905	61	17	95	TITLE
5	1	19	1	1	4	611	905	47	17	96	REF.
5	1	19	1	1	5	820	905	104	17	96	TAXABLE
5	1	19	1	1	6	932	905	48	17	96	SITE
5	1	19	1	1	7	988	905	73	17	96	VALUE
5	1	19	1	1	8	1223	905	62	17	96	AREA
4	1	19	1	2	0	474	931	253	18	-1	
5	1	19	1	2	1	474	931	47	18	48	(A"+"
5	1	19	1	2	2	529	931	74	14	96	indicates
5	1	19	1	2	3	611	931	65	18	96	multiple
5	1	19	1	2	4	682	931	45	18	96	titles)
4	1	19	1	3	0	174	957	1132	32	-1	
5	1	19	1	3	1	174	962	122	17	96	0916867202
5	1	19	1	3	2	537	962	28	17	93	CT
5	1	19	1	3	3	573	962	91	17	92	6163/782
5	1	19	1	3	4	880	957	122	32	96	$265,000.00
5	1	19	1	3	5	1202	962	66	17	96	0.0302
5	1	19	1	3	6	1277	962	29	16	96	HA
2	1	20	0	0	0	175	1052	809	17	-1	
3	1	20	1	0	0	175	1052	809	17	-1	
4	1	20	1	1	0	175	1052	809	17	-1	
5	1	20	1	1	1	175	1052	93	17	96	DETAILS
5	1	20	1	1	2	275	1052	30	17	96	OF
5	1	20	1	1	3	312	1052	43	17	96	THE
5	1	20	1	1	4	364	1052	59	17	95	LAND
5	1	20	1	1	5	430	1052	44	17	96	TAX
5	1	20	1	1	6	482	1052	104	17	96	PAYABLE
5	1	20	1	1	7	595	1052	44	17	96	FOR
5	1	20	1	1	8	646	1052	44	17	96	THE
5	1	20	1	1	9	698	1052	77	17	96	ABOVE
5	1	20	1	1	10	784	1052	89	17	96	PARCEL
5	1	20	1	1	11	880	1052	30	17	96	OF
5	1	20	1	1	12	918	1052	66	17	96	LAND:
2	1	21	0	0	0	1565	550	4	875	-1	
3	1	21	1	0	0	1565	550	4	875	-1	
4	1	21	1	1	0	1565	550	4	875	-1	
5	1	21	1	1	1	1565	550	4	875	95	 
2	1	22	0	0	0	116	707	4	718	-1	
3	1	22	1	0	0	116	707	4	718	-1	
4	1	22	1	1	0	116	707	4	718	-1	
5	1	22	1	1	1	116	707	4	718	95	 
2	1	23	0	0	0	117	1421	1451	7	-1	
3	1	23	1	0	0	117	1421	1451	7	-1	
4	1	23	1	1	0	117	1421	1451	7	-1	
5	1	23	1	1	1	117	1421	1451	7	95	 
2	1	24	0	0	0	120	1111	1437	364	-1	
3	1	24	1	0	0	120	1111	1437	364	-1	
4	1	24	1	1	0	174	1111	1120	20	-1	
5	1	24	1	1	1	174	1111	108	17	96	CURRENT
5	1	24	1	1	2	288	1111	44	17	96	TAX
5	1	24	1	1	3	480	1111	11	20	92	$
5	1	24	1	1	4	607	1112	42	16	95	0.00
5	1	24	1	1	5	820	1111	81	17	95	SINGLE
5	1	24	1	1	6	909	1111	100	17	95	HOLDING
5	1	24	1	1	7	1126	1111	11	20	91	$
5	1	24	1	1	8	1253	1112	41	16	96	0.00
4	1	24	1	2	0	174	1170	475	20	-1	
5	1	24	1	2	1	174	1179	6	3	93	-
5	1	24	1	2	2	188	1170	145	17	95	DEDUCTIONS
5	1	24	1	2	3	480	1170	11	20	92	$
5	1	24	1	2	4	607	1171	42	16	95	0.00
4	1	24	1	3	0	174	1229	475	20	-1	
5	1	24	1	3	1	174	1235	11	11	96	+
5	1	24	1	3	2	193	1230	109	17	96	ARREARS
5	1	24	1	3	3	480	1229	11	20	93	$
5	1	24	1	3	4	607	1230	42	17	96	0.00
4	1	24	1	4	0	174	1288	475	20	-1	
5	1	24	1	4	1	174	1297	6	3	92	-
5	1	24	1	4	2	188	1289	122	17	96	PAYMENTS
5	1	24	1	4	3	480	1288	11	20	93	$
5	1	24	1	4	4	607	1289	42	17	96	0.00
4	1	24	1	5	0	174	1347	475	20	-1	
5	1	24	1	5	1	174	1355	11	8	95	=
5	1	24	1	5	2	193	1347	97	18	95	AMOUNT
5	1	24	1	5	3	298	1348	103	16	96	PAYABLE
5	1	24	1	5	4	480	1347	11	20	91	$
5	1	24	1	5	5	607	1348	42	17	96	0.00
4	1	24	1	6	0	120	1448	1437	27	-1	
5	1	24	1	6	1	120	1458	68	17	96	Please
5	1	24	1	6	2	196	1458	54	17	96	Note:
5	1	24	1	6	3	317	1448	10	16	92	If
5	1	24	1	6	4	334	1448	29	17	95	the
5	1	24	1	6	5	372	1448	72	17	96	Current
5	1	24	1	6	6	451	1448	36	17	96	Tax
5	1	24	1	6	7	495	1448	62	17	96	details
5	1	24	1	6	8	565	1448	59	17	96	above
5	1	24	1	6	9	633	1448	74	17	96	indicate
5	1	24	1	6	10	715	1452	11	13	96	a
5	1	24	1	6	11	734	1448	23	16	96	Nil
5	1	24	1	6	12	765	1449	78	18	96	amount,
5	1	24	1	6	13	851	1448	30	17	96	the
5	1	24	1	6	14	889	1449	80	20	96	property
5	1	24	1	6	15	977	1452	40	17	96	may
5	1	24	1	6	16	1025	1448	23	17	96	be
5	1	24	1	6	17	1056	1448	69	21	96	subject
5	1	24	1	6	18	1132	1449	17	16	96	to
5	1	24	1	6	19	1157	1452	22	13	96	an
5	1	24	1	6	20	1189	1448	107	21	96	Exemption.
5	1	24	1	6	21	1305	1448	40	17	96	This
5	1	24	1	6	22	1353	1448	100	21	96	exemption
5	1	24	1	6	23	1462	1448	63	17	96	should
5	1	24	1	6	24	1534	1448	23	17	97	be
2	1	25	0	0	0	315	1473	1229	47	-1	
3	1	25	1	0	0	315	1473	1229	47	-1	
4	1	25	1	1	0	315	1473	1229	21	-1	
5	1	25	1	1	1	315	1473	88	17	96	validated
5	1	25	1	1	2	411	1473	43	21	96	prior
5	1	25	1	1	3	461	1475	17	15	96	to
5	1	25	1	1	4	486	1473	106	17	96	settlement.
5	1	25	1	1	5	602	1473	15	17	96	In
5	1	25	1	1	6	626	1473	51	17	96	order
5	1	25	1	1	7	683	1475	18	15	96	to
5	1	25	1	1	8	709	1478	66	12	96	ensure
5	1	25	1	1	9	783	1473	93	21	96	indemnity
5	1	25	1	1	10	883	1473	26	17	96	for
5	1	25	1	1	11	916	1473	29	17	96	the
5	1	25	1	1	12	953	1473	98	21	96	purchaser
5	1	25	1	1	13	1058	1473	17	17	95	of
5	1	25	1	1	14	1082	1473	34	17	95	this
5	1	25	1	1	15	1124	1473	45	20	96	land,
5	1	25	1	1	16	1177	1473	27	17	96	full
5	1	25	1	1	17	1213	1475	83	19	96	payment
5	1	25	1	1	18	1304	1473	17	17	96	of
5	1	25	1	1	19	1328	1473	30	17	96	the
5	1	25	1	1	20	1366	1475	72	15	96	amount
5	1	25	1	1	21	1446	1473	76	21	96	payable
5	1	25	1	1	22	1531	1473	13	17	95	is
4	1	25	1	2	0	316	1498	85	22	-1	
5	1	25	1	2	1	316	1498	85	22	92	required:
2	1	26	0	0	0	782	1556	267	4	-1	
3	1	26	1	0	0	782	1556	267	4	-1	
4	1	26	1	1	0	782	1556	267	4	-1	
5	1	26	1	1	1	782	1556	267	4	95	 
2	1	27	0	0	0	1047	1557	2	49	-1	
3	1	27	1	0	0	1047	1557	2	49	-1	
4	1	27	1	1	0	1047	1557	2	49	-1	
5	1	27	1	1	1	1047	1557	2	49	95	 
2	1	28	0	0	0	782	1557	1	49	-1	
3	1	28	1	0	0	782	1557	1	49	-1	
4	1	28	1	1	0	782	1557	1	49	-1	
5	1	28	1	1	1	782	1557	1	49	95	 
2	1	29	0	0	0	782	1604	267	3	-1	
3	1	29	1	0	0	782	1604	267	3	-1	
4	1	29	1	1	0	782	1604	267	3	-1	
5	1	29	1	1	1	782	1604	267	3	95	 
2	1	30	0	0	0	535	1552	999	87	-1	
3	1	30	1	0	0	535	1552	999	87	-1	
4	1	30	1	1	0	535	1552	999	78	-1	
5	1	30	1	1	1	535	1571	43	23	34	ON
5	1	30	1	1	2	589	1571	43	23	0	OR
5	1	30	1	1	3	645	1571	124	23	0	BEFORE!
5	1	30	1	1	4	840	1571	146	23	79	02/03/2021
5	1	30	1	1	5	1151	1552	104	78	43	Co)
5	1	30	1	1	6	1278	1573	211	28	96	Government
5	1	30	1	1	7	1499	1571	35	30	96	of
4	1	30	1	2	0	1161	1608	373	31	-1	
5	1	30	1	2	1	1244	1613	3	3	36	3
5	1	30	1	2	2	1279	1610	95	29	94	South
5	1	30	1	2	3	1386	1610	148	29	96	Australia
2	1	31	0	0	0	1152	1615	104	49	-1	
3	1	31	1	0	0	1152	1615	104	49	-1	
4	1	31	1	1	0	1152	1615	104	22	-1	
5	1	31	1	1	1	1152	1615	8	22	95	 
5	1	31	1	1	2	1221	1615	35	22	95	 
4	1	31	1	2	0	1157	1637	94	27	-1	
5	1	31	1	2	1	1157	1637	94	27	95	 
2	1	32	0	0	0	320	1649	1247	50	-1	
3	1	32	1	0	0	320	1649	1247	50	-1	
4	1	32	1	1	0	320	1649	341	17	-1	
5	1	32	1	1	1	320	1649	37	17	96	See
5	1	32	1	1	2	365	1649	78	17	96	overleaf
5	1	32	1	1	3	450	1649	25	16	96	for
5	1	32	1	1	4	482	1649	64	17	96	further
5	1	32	1	1	5	554	1649	107	17	96	information
4	1	32	1	2	0	786	1684	781	15	-1	
5	1	32	1	2	1	786	1684	77	15	96	DETACH
5	1	32	1	2	2	871	1684	39	14	95	AND
5	1	32	1	2	3	918	1684	78	15	95	RETURN
5	1	32	1	2	4	1003	1684	38	14	96	THE
5	1	32	1	2	5	1049	1684	92	14	95	PAYMENT
5	1	32	1	2	6	1149	1684	123	15	96	REMITTANCE
5	1	32	1	2	7	1279	1684	71	15	96	ADVICE
5	1	32	1	2	8	1357	1684	48	14	96	WITH
5	1	32	1	2	9	1412	1684	55	15	96	YOUR
5	1	32	1	2	10	1475	1684	92	14	96	PAYMENT
2	1	33	0	0	0	1567	1684	1	14	-1	
3	1	33	1	0	0	1567	1684	1	14	-1	
4	1	33	1	1	0	1567	1684	1	14	-1	
5	1	33	1	1	1	1567	1684	1	14	95	 
2	1	34	0	0	0	273	1746	875	26	-1	
3	1	34	1	0	0	243	1746	905	26	-1	
4	1	34	1	1	0	273	1746	875	26	-1	
5	1	34	1	1	1	273	1746	37	21	16	TT
5	1	34	1	1	2	317	1746	87	21	0	TTT
5	1	34	1	1	3	529	1746	217	26	95	CERTIFICATE
5	1	34	1	1	4	758	1746	45	26	96	OF
5	1	34	1	1	5	816	1747	88	24	96	LAND
5	1	34	1	1	6	915	1747	65	24	95	TAX
5	1	34	1	1	7	993	1747	155	24	95	PAYABLE
2	1	35	0	0	0	240	1784	166	7	-1	
3	1	35	1	0	0	240	1784	166	7	-1	
4	1	35	1	1	0	240	1784	166	7	-1	
5	1	35	1	1	1	240	1784	166	7	36	Pea
2	1	36	0	0	0	143	1811	1388	17	-1	
3	1	36	1	0	0	143	1811	1388	17	-1	
4	1	36	1	1	0	143	1811	1388	17	-1	
5	1	36	1	1	1	143	1811	35	12	13	eA
5	1	36	1	1	2	184	1811	97	12	0	RELIES)
5	1	36	1	1	3	1183	1812	107	16	96	PAYMENT
5	1	36	1	1	4	1298	1811	143	17	95	REMITTANCE
5	1	36	1	1	5	1449	1811	82	17	95	ADVICE
2	1	37	0	0	0	114	1703	1458	143	-1	
3	1	37	1	0	0	114	1703	1458	143	-1	
4	1	37	1	1	0	114	1703	1458	143	-1	
5	1	37	1	1	1	114	1703	1458	143	95	 
2	1	38	0	0	0	349	1953	971	3	-1	
3	1	38	1	0	0	349	1953	971	3	-1	
4	1	38	1	1	0	349	1953	971	3	-1	
5	1	38	1	1	1	349	1953	971	3	95	 
2	1	39	0	0	0	458	2027	767	38	-1	
3	1	39	1	0	0	458	2027	767	38	-1	
4	1	39	1	1	0	458	2027	767	38	-1	
5	1	39	1	1	1	458	2028	47	29	95	No
5	1	39	1	1	2	520	2030	156	35	95	payment
5	1	39	1	1	3	691	2028	29	29	96	is
5	1	39	1	1	4	734	2028	151	37	96	required
5	1	39	1	1	5	899	2035	44	22	96	on
5	1	39	1	1	6	957	2028	67	29	96	this
5	1	39	1	1	7	1038	2027	187	30	96	Certificate
2	1	40	0	0	0	1317	1954	4	172	-1	
3	1	40	1	0	0	1317	1954	4	172	-1	
4	1	40	1	1	0	1317	1954	4	172	-1	
5	1	40	1	1	1	1317	1954	4	172	95	 
2	1	41	0	0	0	348	1954	4	172	-1	
3	1	41	1	0	0	348	1954	4	172	-1	
4	1	41	1	1	0	348	1954	4	172	-1	
5	1	41	1	1	1	348	1954	4	172	95	 
2	1	42	0	0	0	349	2123	971	4	-1	
3	1	42	1	0	0	349	2123	971	4	-1	
4	1	42	1	1	0	349	2123	971	4	-1	
5	1	42	1	1	1	349	2123	971	4	95	 
