level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	8	0	0	0	77	455	1222	261	-1	
3	1	8	1	0	0	79	455	639	27	-1	
4	1	8	1	1	0	79	455	639	27	-1	
5	1	8	1	1	1	79	456	83	21	93	Parent
5	1	8	1	1	2	171	456	90	26	92	Title(s)
5	1	8	1	1	3	384	455	35	22	93	CT
5	1	8	1	1	4	428	456	120	24	91	6135/142,
5	1	8	1	1	5	560	455	35	22	92	CT
5	1	8	1	1	6	604	456	114	21	87	6135/143
3	1	8	2	0	0	78	511	473	27	-1	
4	1	8	2	1	0	78	511	473	27	-1	
5	1	8	2	1	1	78	511	109	27	93	Creating
5	1	8	2	1	2	200	511	130	27	91	Dealing(s)
5	1	8	2	1	3	383	511	36	21	69	TG
5	1	8	2	1	4	431	511	120	21	78	12395525
3	1	8	3	0	0	77	561	1222	108	-1	
4	1	8	3	1	0	77	561	1222	38	-1	
5	1	8	3	1	1	77	567	56	21	96	Title
5	1	8	3	1	2	143	567	85	21	95	Issued
5	1	8	3	1	3	384	561	136	38	96	06/10/2015
5	1	8	3	1	4	644	567	90	21	93	Edition
5	1	8	3	1	5	765	567	13	20	96	2
5	1	8	3	1	6	888	567	90	21	96	Edition
5	1	8	3	1	7	990	567	84	21	96	Issued
5	1	8	3	1	8	1162	567	137	21	96	04/11/2015
4	1	8	3	2	0	80	627	245	42	-1	
5	1	8	3	2	1	80	627	129	34	96	Estate
5	1	8	3	2	2	223	627	102	42	96	Type
3	1	8	4	0	0	79	694	160	22	-1	
4	1	8	4	1	0	79	694	160	22	-1	
5	1	8	4	1	1	79	695	51	20	95	FEE
5	1	8	4	1	2	140	694	99	22	95	SIMPLE
2	1	9	0	0	0	81	755	452	42	-1	
3	1	9	1	0	0	81	755	452	42	-1	
4	1	9	1	1	0	81	755	452	42	-1	
5	1	9	1	1	1	81	755	223	42	96	Registered
5	1	9	1	1	2	322	755	211	42	95	Proprietor
2	1	10	0	0	0	79	822	708	49	-1	
3	1	10	1	0	0	79	822	708	49	-1	
4	1	10	1	1	0	79	822	171	21	-1	
5	1	10	1	1	1	79	822	86	21	91	LITING
5	1	10	1	1	2	175	822	75	21	95	ZHAO
4	1	10	1	2	0	139	850	648	21	-1	
5	1	10	1	2	1	139	850	37	21	96	OF
5	1	10	1	2	2	187	850	62	21	96	UNIT
5	1	10	1	2	3	260	850	7	21	83	1
5	1	10	1	2	4	283	850	42	21	83	118
5	1	10	1	2	5	335	850	97	21	96	CROSS
5	1	10	1	2	6	443	850	76	21	95	ROAD
5	1	10	1	2	7	531	850	141	21	95	HIGHGATE
5	1	10	1	2	8	683	850	35	21	95	SA
5	1	10	1	2	9	727	850	60	21	95	5063
2	1	11	0	0	0	79	910	548	89	-1	
3	1	11	1	0	0	79	910	548	89	-1	
4	1	11	1	1	0	80	910	411	42	-1	
5	1	11	1	1	1	80	910	238	42	96	Description
5	1	11	1	1	2	335	910	40	34	96	of
5	1	11	1	1	3	392	910	99	34	96	Land
4	1	11	1	2	0	79	977	548	22	-1	
5	1	11	1	2	1	79	977	52	22	96	LOT
5	1	11	1	2	2	141	978	7	20	96	1
5	1	11	1	2	3	164	978	124	20	96	PRIMARY
5	1	11	1	2	4	297	977	170	22	96	COMMUNITY
5	1	11	1	2	5	477	978	68	20	96	PLAN
5	1	11	1	2	6	556	978	71	21	96	28181
2	1	12	0	0	0	79	1005	432	49	-1	
3	1	12	1	0	0	79	1005	432	49	-1	
4	1	12	1	1	0	80	1005	431	22	-1	
5	1	12	1	1	1	80	1006	22	20	96	IN
5	1	12	1	1	2	113	1006	54	20	96	THE
5	1	12	1	1	3	176	1006	75	20	96	AREA
5	1	12	1	1	4	261	1006	97	20	96	NAMED
5	1	12	1	1	5	369	1005	142	22	96	HIGHGATE
4	1	12	1	2	0	79	1033	327	21	-1	
5	1	12	1	2	1	79	1033	135	21	95	HUNDRED
5	1	12	1	2	2	225	1033	36	21	96	OF
5	1	12	1	2	3	271	1033	135	21	96	ADELAIDE
2	1	13	0	0	0	80	1094	230	33	-1	
3	1	13	1	0	0	80	1094	230	33	-1	
4	1	13	1	1	0	80	1094	230	33	-1	
5	1	13	1	1	1	80	1094	230	33	96	Easements
2	1	14	0	0	0	78	1161	1395	54	-1	
3	1	14	1	0	0	78	1161	1395	54	-1	
4	1	14	1	1	0	78	1161	1395	26	-1	
5	1	14	1	1	1	78	1161	152	21	96	TOGETHER
5	1	14	1	1	2	240	1161	68	21	93	WITH
5	1	14	1	1	3	320	1161	185	26	89	EASEMENT(S)
5	1	14	1	1	4	516	1161	77	21	96	OVER
5	1	14	1	1	5	602	1161	54	21	96	THE
5	1	14	1	1	6	667	1161	71	21	96	LAND
5	1	14	1	1	7	749	1161	115	21	96	MARKED
5	1	14	1	1	8	874	1161	17	21	96	A
5	1	14	1	1	9	901	1161	38	21	93	ON
5	1	14	1	1	10	950	1161	91	21	91	C28181
5	1	14	1	1	11	1056	1161	55	21	96	FOR
5	1	14	1	1	12	1123	1161	89	21	96	EAVES
5	1	14	1	1	13	1221	1161	57	21	96	AND
5	1	14	1	1	14	1288	1161	130	21	96	GUTTERS
5	1	14	1	1	15	1430	1161	43	26	96	(TG
4	1	14	1	2	0	80	1189	128	26	-1	
5	1	14	1	2	1	80	1189	128	26	96	12395525)
2	1	15	0	0	0	78	1249	447	42	-1	
3	1	15	1	0	0	78	1249	447	42	-1	
4	1	15	1	1	0	78	1249	447	42	-1	
5	1	15	1	1	1	78	1249	195	34	96	Schedule
5	1	15	1	1	2	289	1249	39	34	96	of
5	1	15	1	1	3	344	1249	181	42	96	Dealings
2	1	16	0	0	0	78	1317	1466	551	-1	
3	1	16	1	0	0	79	1317	448	26	-1	
4	1	16	1	1	0	79	1317	448	26	-1	
5	1	16	1	1	1	79	1317	96	26	96	Dealing
5	1	16	1	1	2	187	1317	102	21	96	Number
5	1	16	1	1	3	378	1317	149	26	96	Description
3	1	16	2	0	0	80	1372	1464	94	-1	
4	1	16	2	1	0	80	1372	1464	26	-1	
5	1	16	2	1	1	80	1372	119	21	96	12411316
5	1	16	2	1	2	378	1372	158	21	95	MORTGAGE
5	1	16	2	1	3	546	1372	37	21	96	TO
5	1	16	2	1	4	592	1372	153	21	92	AUSTRALIA
5	1	16	2	1	5	755	1373	16	20	92	&
5	1	16	2	1	6	782	1372	62	21	96	NEW
5	1	16	2	1	7	853	1372	126	21	96	ZEALAND
5	1	16	2	1	8	991	1372	121	21	96	BANKING
5	1	16	2	1	9	1122	1372	100	21	96	GROUP
5	1	16	2	1	10	1233	1372	55	21	95	LTD.
5	1	16	2	1	11	1301	1372	71	26	95	(ACN:
5	1	16	2	1	12	1383	1372	44	21	96	005
5	1	16	2	1	13	1437	1372	44	21	96	357
5	1	16	2	1	14	1491	1372	53	26	96	522)
4	1	16	2	2	0	80	1433	200	33	-1	
5	1	16	2	2	1	80	1433	200	33	95	Notations
3	1	16	3	0	0	79	1500	498	30	-1	
4	1	16	3	1	0	79	1500	498	30	-1	
5	1	16	3	1	1	79	1501	124	29	96	Dealings
5	1	16	3	1	2	213	1501	130	29	96	Affecting
5	1	16	3	1	3	354	1501	62	23	96	Title
5	1	16	3	1	4	537	1500	40	21	96	NIL
3	1	16	4	0	0	79	1558	498	30	-1	
4	1	16	4	1	0	79	1558	498	30	-1	
5	1	16	4	1	1	79	1559	104	29	96	Priority
5	1	16	4	1	2	195	1559	106	23	96	Notices
5	1	16	4	1	3	537	1558	40	21	96	NIL
3	1	16	5	0	0	79	1618	256	23	-1	
4	1	16	5	1	0	79	1618	256	23	-1	
5	1	16	5	1	1	79	1618	138	23	96	Notations
5	1	16	5	1	2	228	1623	34	18	96	on
5	1	16	5	1	3	274	1618	61	23	96	Plan
3	1	16	6	0	0	79	1671	1120	35	-1	
4	1	16	6	1	0	79	1671	1120	35	-1	
5	1	16	6	1	1	79	1675	147	27	91	Lodgement
5	1	16	6	1	2	237	1675	57	21	96	Date
5	1	16	6	1	3	354	1675	96	27	96	Dealing
5	1	16	6	1	4	461	1675	103	21	96	Number
5	1	16	6	1	5	619	1671	159	35	96	Description
5	1	16	6	1	6	1116	1675	83	21	96	Status
3	1	16	7	0	0	78	1727	1115	35	-1	
4	1	16	7	1	0	78	1727	1115	35	-1	
5	1	16	7	1	1	78	1727	137	35	96	25/02/2014
5	1	16	7	1	2	354	1731	116	21	95	12089211
5	1	16	7	1	3	629	1730	121	22	96	BY-LAWS
5	1	16	7	1	4	1117	1731	76	20	96	FILED
3	1	16	8	0	0	79	1786	498	30	-1	
4	1	16	8	1	0	79	1786	498	30	-1	
5	1	16	8	1	1	79	1787	279	29	76	Registrar-General's
5	1	16	8	1	2	370	1787	81	23	96	Notes
5	1	16	8	1	3	537	1786	40	21	96	NIL
3	1	16	9	0	0	78	1845	499	23	-1	
4	1	16	9	1	0	78	1845	499	23	-1	
5	1	16	9	1	1	78	1845	210	23	95	Administrative
5	1	16	9	1	2	299	1845	125	23	96	Interests
5	1	16	9	1	3	537	1845	40	20	96	NIL
2	1	17	0	0	0	62	2221	1529	3	-1	
3	1	17	1	0	0	62	2221	1529	3	-1	
4	1	17	1	1	0	62	2221	1529	3	-1	
5	1	17	1	1	1	62	2221	1529	3	95	 
2	1	18	0	0	0	70	2245	1510	21	-1	
3	1	18	1	0	0	70	2245	1510	21	-1	
4	1	18	1	1	0	70	2245	1510	21	-1	
5	1	18	1	1	1	70	2245	47	17	96	Land
5	1	18	1	1	2	125	2245	83	17	96	Services
5	1	18	1	1	3	217	2245	28	17	96	SA
5	1	18	1	1	4	1472	2245	49	21	96	Page
5	1	18	1	1	5	1531	2245	5	16	94	1
5	1	18	1	1	6	1548	2245	17	17	81	of
5	1	18	1	1	7	1574	2245	6	16	81	1
2	1	19	0	0	0	69	2279	1128	16	-1	
3	1	19	1	0	0	69	2279	1128	16	-1	
4	1	19	1	1	0	69	2279	1128	16	-1	
5	1	19	1	1	1	69	2279	70	16	93	Copyright:
5	1	19	1	1	2	149	2279	265	16	75	www.landservices.com.au/copyright
5	1	19	1	1	3	420	2280	1	15	96	|
5	1	19	1	1	4	429	2279	57	16	93	Privacy:
5	1	19	1	1	5	492	2279	249	16	72	www.landservices.com.au/privacy
5	1	19	1	1	6	748	2279	1	16	96	|
5	1	19	1	1	7	756	2279	46	13	93	Terms
5	1	19	1	1	8	808	2279	13	13	95	of
5	1	19	1	1	9	827	2279	32	13	93	Use:
5	1	19	1	1	10	865	2279	332	13	63	www.landservices.com.au/sailis-terms-of-use
