level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	4	1	1	0	1262	239	140	27	-1	
5	1	4	1	1	1	1262	239	92	27	96	Receipt
5	1	4	1	1	2	1364	239	38	21	96	No.
4	1	4	1	2	0	1261	271	106	21	-1	
5	1	4	1	2	1	1261	271	106	21	96	2148692
2	1	5	0	0	0	1253	396	176	21	-1	
3	1	5	1	0	0	1253	396	176	21	-1	
4	1	5	1	1	0	1253	396	176	21	-1	
5	1	5	1	1	1	1253	396	90	21	92	Section
5	1	5	1	1	2	1354	396	75	21	92	7/Elec
2	1	6	0	0	0	145	629	1344	40	-1	
3	1	6	1	0	0	145	629	1344	40	-1	
4	1	6	1	1	0	145	629	1344	40	-1	
5	1	6	1	1	1	145	629	201	32	96	Certificate
5	1	6	1	1	2	360	630	37	31	96	of
5	1	6	1	1	3	410	630	114	31	96	Water
5	1	6	1	1	4	538	630	70	31	96	and
5	1	6	1	1	5	623	629	121	32	96	Sewer
5	1	6	1	1	6	758	629	163	40	93	Charges
5	1	6	1	1	7	937	630	26	31	90	&
5	1	6	1	1	8	979	630	271	31	90	Encumbrance
5	1	6	1	1	9	1265	630	224	31	96	Information
2	1	7	0	0	0	143	714	805	97	-1	
3	1	7	1	0	0	143	714	805	97	-1	
4	1	7	1	1	0	143	714	215	26	-1	
5	1	7	1	1	1	143	714	111	26	96	Property
5	1	7	1	1	2	263	714	95	21	96	details:
4	1	7	1	2	0	222	750	267	23	-1	
5	1	7	1	2	1	222	751	135	22	91	Customer:
5	1	7	1	2	2	392	751	12	20	90	L
5	1	7	1	2	3	413	750	76	22	96	ZHAO
4	1	7	1	3	0	237	789	711	22	-1	
5	1	7	1	3	1	237	790	120	21	96	Location:
5	1	7	1	3	2	392	789	27	21	53	U1
5	1	7	1	3	3	435	789	43	21	53	118
5	1	7	1	3	4	488	789	96	21	54	CROSS
5	1	7	1	3	5	595	789	37	21	95	RD
5	1	7	1	3	6	643	789	141	21	95	HIGHGATE
5	1	7	1	3	7	796	789	29	21	96	LT
5	1	7	1	3	8	836	789	7	21	89	1
5	1	7	1	3	9	858	789	90	21	89	C28181
2	1	8	0	0	0	200	826	886	29	-1	
3	1	8	1	0	0	200	826	886	29	-1	
4	1	8	1	1	0	200	826	886	29	-1	
5	1	8	1	1	1	200	828	157	27	92	Description:
5	1	8	1	1	2	391	827	61	21	90	7HG
5	1	8	1	1	3	740	828	89	27	96	Capital
5	1	8	1	1	4	840	828	80	21	88	Value:
5	1	8	1	1	5	965	826	67	25	28	$710
5	1	8	1	1	6	1042	827	44	21	28	000
2	1	9	0	0	0	266	866	259	27	-1	
3	1	9	1	0	0	266	866	259	27	-1	
4	1	9	1	1	0	266	866	259	27	-1	
5	1	9	1	1	1	266	866	91	27	96	Rating:
5	1	9	1	1	2	392	866	133	21	96	Residential
2	1	10	0	0	0	141	937	754	58	-1	
3	1	10	1	0	0	141	937	754	58	-1	
4	1	10	1	1	0	141	937	221	27	-1	
5	1	10	1	1	1	141	937	107	21	96	Periodic
5	1	10	1	1	2	257	937	105	27	96	charges
4	1	10	1	2	0	436	969	459	26	-1	
5	1	10	1	2	1	436	969	82	21	96	Raised
5	1	10	1	2	2	529	969	18	20	96	in
5	1	10	1	2	3	558	970	85	20	96	current
5	1	10	1	2	4	652	974	66	21	96	years
5	1	10	1	2	5	727	970	21	20	96	to
5	1	10	1	2	6	758	969	137	21	96	31/12/2020
2	1	11	0	0	0	160	1000	1250	649	-1	
3	1	11	1	0	0	1333	1000	13	25	-1	
4	1	11	1	1	0	1333	1000	13	25	-1	
5	1	11	1	1	1	1333	1000	13	25	92	$
3	1	11	2	0	0	704	1033	666	21	-1	
4	1	11	2	1	0	704	1033	666	21	-1	
5	1	11	2	1	1	704	1033	89	21	96	Arrears
5	1	11	2	1	2	803	1038	27	16	96	as
5	1	11	2	1	3	840	1034	28	20	95	at:
5	1	11	2	1	4	878	1033	121	21	95	30/6/2020
5	1	11	2	1	5	1319	1033	51	21	96	0.00
3	1	11	3	0	0	160	1097	1210	21	-1	
4	1	11	3	1	0	160	1097	1210	21	-1	
5	1	11	3	1	1	160	1097	72	21	96	Water
5	1	11	3	1	2	242	1097	57	21	96	main
5	1	11	3	1	3	310	1097	114	21	96	available:
5	1	11	3	1	4	496	1097	101	21	96	1/7/2014
5	1	11	3	1	5	704	1097	72	21	95	Water
5	1	11	3	1	6	786	1098	59	20	96	rates
5	1	11	3	1	7	1289	1097	81	21	96	135.70
3	1	11	4	0	0	160	1128	1211	54	-1	
4	1	11	4	1	0	160	1128	1210	22	-1	
5	1	11	4	1	1	160	1128	77	22	96	Sewer
5	1	11	4	1	2	247	1129	57	21	95	main
5	1	11	4	1	3	314	1129	115	21	96	available:
5	1	11	4	1	4	496	1129	101	21	96	1/7/2014
5	1	11	4	1	5	704	1128	77	22	96	Sewer
5	1	11	4	1	6	791	1130	59	20	96	rates
5	1	11	4	1	7	1287	1129	83	21	94	292.88
4	1	11	4	2	0	704	1161	667	21	-1	
5	1	11	4	2	1	704	1161	72	21	96	Water
5	1	11	4	2	2	786	1166	42	16	96	use
5	1	11	4	2	3	1287	1161	84	21	95	325.14
3	1	11	5	0	0	750	1192	620	21	-1	
4	1	11	5	1	0	750	1192	620	21	-1	
5	1	11	5	1	1	750	1192	35	21	96	SA
5	1	11	5	1	2	795	1192	57	21	96	Govt
5	1	11	5	1	3	861	1192	136	21	95	concession
5	1	11	5	1	4	1319	1192	51	21	96	0.00
3	1	11	6	0	0	704	1256	706	219	-1	
4	1	11	6	1	0	705	1256	665	27	-1	
5	1	11	6	1	1	705	1256	110	27	96	Recycled
5	1	11	6	1	2	825	1256	73	21	96	Water
5	1	11	6	1	3	909	1256	45	21	96	Use
5	1	11	6	1	4	1319	1256	51	21	96	0.00
4	1	11	6	2	0	704	1288	666	21	-1	
5	1	11	6	2	1	704	1288	90	21	96	Service
5	1	11	6	2	2	805	1288	56	21	96	Rent
5	1	11	6	2	3	1319	1288	51	21	96	0.00
4	1	11	6	3	0	705	1320	665	27	-1	
5	1	11	6	3	1	705	1320	110	27	96	Recycled
5	1	11	6	3	2	826	1320	90	21	96	Service
5	1	11	6	3	3	927	1320	56	21	96	Rent
5	1	11	6	3	4	1319	1320	51	21	96	0.00
4	1	11	6	4	0	704	1352	706	27	-1	
5	1	11	6	4	1	704	1352	68	21	96	Other
5	1	11	6	4	2	781	1352	96	27	96	charges
5	1	11	6	4	3	1319	1352	91	21	91	0.19CR
4	1	11	6	5	0	704	1384	666	21	-1	
5	1	11	6	5	1	704	1384	79	21	96	Goods
5	1	11	6	5	2	794	1384	43	21	95	and
5	1	11	6	5	3	848	1384	103	21	96	Services
5	1	11	6	5	4	961	1384	44	21	96	Tax
5	1	11	6	5	5	1319	1384	51	21	96	0.00
4	1	11	6	6	0	704	1415	706	27	-1	
5	1	11	6	6	1	704	1416	94	21	95	Amount
5	1	11	6	6	2	807	1416	50	26	95	paid
5	1	11	6	6	3	1288	1415	122	22	52	753.53CR
4	1	11	6	7	0	705	1448	665	27	-1	
5	1	11	6	7	1	705	1449	104	21	96	Balance
5	1	11	6	7	2	818	1449	155	26	96	outstanding
5	1	11	6	7	3	1319	1448	51	21	96	0.00
3	1	11	7	0	0	161	1519	445	26	-1	
4	1	11	7	1	0	161	1519	445	26	-1	
5	1	11	7	1	1	161	1519	88	26	96	Degree
5	1	11	7	1	2	258	1519	22	21	96	of
5	1	11	7	1	3	289	1519	144	21	96	concession:
5	1	11	7	1	4	514	1519	92	21	96	00.00%
3	1	11	8	0	0	161	1551	509	26	-1	
4	1	11	8	1	0	161	1551	509	26	-1	
5	1	11	8	1	1	161	1551	114	26	96	Recovery
5	1	11	8	1	2	285	1551	71	21	96	action
5	1	11	8	1	3	366	1551	74	21	96	taken:
5	1	11	8	1	4	515	1551	83	21	96	FULLY
5	1	11	8	1	5	609	1551	61	20	96	PAID
3	1	11	9	0	0	165	1620	1232	29	-1	
4	1	11	9	1	0	165	1620	1232	29	-1	
5	1	11	9	1	1	165	1622	58	21	95	Next
5	1	11	9	1	2	232	1622	117	27	95	quarterly
5	1	11	9	1	3	359	1622	112	27	79	charges:
5	1	11	9	1	4	483	1617	46	38	39	_
5	1	11	9	1	5	529	1621	73	21	96	Water
5	1	11	9	1	6	611	1621	85	26	94	supply:
5	1	11	9	1	7	707	1621	67	21	93	67.85
5	1	11	9	1	8	904	1620	83	22	96	Sewer:
5	1	11	9	1	9	999	1621	82	21	96	146.44
5	1	11	9	1	10	1229	1621	41	20	95	Bill:
5	1	11	9	1	11	1282	1621	115	21	95	13/1/2021
2	1	12	0	0	0	149	1644	1363	9	-1	
3	1	12	1	0	0	149	1644	1363	9	-1	
4	1	12	1	1	0	149	1644	1363	9	-1	
5	1	12	1	1	1	149	1644	1363	9	95	 
2	1	13	0	0	0	164	1693	751	70	-1	
3	1	13	1	0	0	164	1693	751	70	-1	
4	1	13	1	1	0	164	1693	751	26	-1	
5	1	13	1	1	1	164	1693	51	21	96	This
5	1	13	1	1	2	225	1693	99	21	96	Account
5	1	13	1	1	3	333	1693	18	21	95	is
5	1	13	1	1	4	361	1693	61	21	96	billed
5	1	13	1	1	5	432	1693	47	21	96	four
5	1	13	1	1	6	488	1693	65	21	96	times
5	1	13	1	1	7	562	1693	72	26	96	yearly
5	1	13	1	1	8	643	1693	32	21	96	for
5	1	13	1	1	9	683	1694	67	20	96	water
5	1	13	1	1	10	760	1698	42	16	96	use
5	1	13	1	1	11	812	1693	103	26	96	charges.
4	1	13	1	2	0	164	1742	578	21	-1	
5	1	13	1	2	1	164	1742	46	21	96	The
5	1	13	1	2	2	221	1742	41	21	96	last
5	1	13	1	2	3	271	1742	73	21	96	Water
5	1	13	1	2	4	354	1742	46	21	96	Use
5	1	13	1	2	5	409	1742	58	21	96	Year
5	1	13	1	2	6	476	1742	74	21	96	ended
5	1	13	1	2	7	561	1747	28	16	96	on
5	1	13	1	2	8	600	1742	142	21	96	09/06/2020.
2	1	14	0	0	0	165	1790	1234	27	-1	
3	1	14	1	0	0	165	1790	1234	27	-1	
4	1	14	1	1	0	165	1790	1234	27	-1	
5	1	14	1	1	1	165	1790	35	21	96	SA
5	1	14	1	1	2	209	1790	73	21	95	Water
5	1	14	1	1	3	292	1790	42	21	95	has
5	1	14	1	1	4	344	1795	28	16	96	no
5	1	14	1	1	5	383	1790	75	21	96	record
5	1	14	1	1	6	468	1790	22	21	96	of
5	1	14	1	1	7	499	1795	28	16	93	an
5	1	14	1	1	8	539	1790	168	21	92	Encumbrance
5	1	14	1	1	9	716	1795	29	16	96	on
5	1	14	1	1	10	754	1790	42	21	96	this
5	1	14	1	1	11	806	1792	100	25	96	property
5	1	14	1	1	12	916	1795	27	16	96	as
5	1	14	1	1	13	953	1792	21	19	96	at
5	1	14	1	1	14	983	1790	37	21	97	the
5	1	14	1	1	15	1029	1790	52	21	97	date
5	1	14	1	1	16	1091	1790	22	21	97	of
5	1	14	1	1	17	1123	1790	62	21	96	issue
5	1	14	1	1	18	1194	1790	22	21	96	of
5	1	14	1	1	19	1225	1790	41	21	96	this
5	1	14	1	1	20	1276	1790	123	21	95	certificate.
2	1	15	0	0	0	740	2127	379	21	-1	
3	1	15	1	0	0	740	2127	379	21	-1	
4	1	15	1	1	0	740	2127	379	21	-1	
5	1	15	1	1	1	740	2127	59	17	96	South
5	1	15	1	1	2	807	2128	108	16	87	Australian
5	1	15	1	1	3	922	2128	65	16	96	Water
5	1	15	1	1	4	994	2127	125	21	96	Corporation
2	1	16	0	0	0	259	2153	844	79	-1	
3	1	16	1	0	0	259	2153	844	79	-1	
4	1	16	1	1	0	259	2153	844	26	-1	
5	1	16	1	1	1	259	2155	151	20	96	Government
5	1	16	1	1	2	417	2153	25	22	96	of
5	1	16	1	1	3	739	2158	35	16	96	250
5	1	16	1	1	4	782	2158	75	16	93	Victoria
5	1	16	1	1	5	867	2156	236	23	91	Square/Tarntanyangga
4	1	16	1	2	0	259	2181	663	22	-1	
5	1	16	1	2	1	259	2181	70	20	96	South
5	1	16	1	2	2	337	2181	106	21	96	Australia
5	1	16	1	2	3	738	2187	91	16	96	Adelaide
5	1	16	1	2	4	838	2186	26	17	94	SA
5	1	16	1	2	5	872	2187	50	16	94	5000
4	1	16	1	3	0	739	2214	321	18	-1	
5	1	16	1	3	1	739	2214	48	17	96	GPO
5	1	16	1	3	2	797	2215	36	16	96	Box
5	1	16	1	3	3	843	2216	32	15	84	1751
5	1	16	1	3	4	885	2215	90	17	96	Adelaide
5	1	16	1	3	5	985	2214	25	18	95	SA
5	1	16	1	3	6	1018	2215	42	16	93	5001
2	1	17	0	0	0	1415	2128	168	104	-1	
3	1	17	1	0	0	1415	2128	168	104	-1	
4	1	17	1	1	0	1422	2128	160	16	-1	
5	1	17	1	1	1	1422	2128	44	16	95	1300
5	1	17	1	1	2	1474	2128	27	16	95	SA
5	1	17	1	1	3	1509	2128	73	16	95	WATER
4	1	17	1	2	0	1439	2155	144	23	-1	
5	1	17	1	2	1	1439	2155	52	23	93	(1300
5	1	17	1	2	2	1498	2157	35	16	96	729
5	1	17	1	2	3	1540	2156	43	21	96	283)
4	1	17	1	3	0	1423	2189	160	14	-1	
5	1	17	1	3	1	1423	2189	35	13	96	ABN
5	1	17	1	3	2	1466	2190	18	12	96	69
5	1	17	1	3	3	1490	2190	28	13	96	336
5	1	17	1	3	4	1525	2190	27	12	96	525
5	1	17	1	3	5	1559	2190	24	13	96	019
4	1	17	1	4	0	1415	2216	167	16	-1	
5	1	17	1	4	1	1415	2216	167	16	86	sawater.com.au
